Date,Open,High,Low,Close,Volume
1998-09-17 00:00:00,6945.0,6964.0,6892.0,6906.0, 1979
1998-09-18 00:00:00,6840.0,6876.0,6832.0,6842.0, 1470
1998-09-19 00:00:00,6859.0,7040.0,6855.0,7039.0, 2339
1998-09-21 00:00:00,7035.0,7060.0,6850.0,6861.0, 2307
1998-09-22 00:00:00,6930.0,6958.0,6855.0,6926.0, 1715
1998-09-23 00:00:00,6900.0,6946.0,6850.0,6852.0, 1773
1998-09-24 00:00:00,6940.0,6940.0,6870.0,6890.0, 1403
1998-09-25 00:00:00,6856.0,6881.0,6771.0,6871.0, 1928
1998-09-28 00:00:00,6860.0,6880.0,6801.0,6840.0, 1132
1998-09-29 00:00:00,6870.0,6875.0,6780.0,6806.0, 1389
1998-09-30 00:00:00,6806.0,6827.0,6751.0,6787.0, 1239
1998-10-01 00:00:00,6738.0,6745.0,6620.0,6620.0, 2073
1998-10-02 00:00:00,6530.0,6530.0,6311.0,6398.0, 2532
1998-10-03 00:00:00,6398.0,6555.0,6398.0,6550.0, 2383
1998-10-06 00:00:00,6490.0,6493.0,6320.0,6450.0, 2007
1998-10-07 00:00:00,6469.0,6640.0,6469.0,6639.0, 2348
1998-10-08 00:00:00,6600.0,7035.0,6600.0,6981.0, 3281
1998-10-09 00:00:00,6980.0,7028.0,6830.0,6900.0, 3290
1998-10-12 00:00:00,6980.0,6980.0,6900.0,6935.0, 1613
1998-10-13 00:00:00,6950.0,6990.0,6851.0,6852.0, 2387
1998-10-14 00:00:00,6830.0,6830.0,6740.0,6775.0, 2224
1998-10-15 00:00:00,6775.0,6781.0,6720.0,6760.0, 1188
1998-10-17 00:00:00,6950.0,6975.0,6895.0,6908.0, 1592
1998-10-19 00:00:00,6920.0,6926.0,6871.0,6900.0, 641
1998-10-20 00:00:00,6885.0,6898.0,6812.0,6812.0, 777
1998-10-21 00:00:00,6812.0,7055.0,6789.0,7054.0, 926
1998-10-22 00:00:00,7030.0,7038.0,6905.0,6955.0, 2243
1998-10-23 00:00:00,6975.0,7040.0,6962.0,7015.0, 2586
1998-10-26 00:00:00,7000.0,7010.0,6951.0,7010.0, 1463
1998-10-27 00:00:00,7020.0,7061.0,6980.0,7014.0, 2071
1998-10-28 00:00:00,7005.0,7020.0,6906.0,6914.0, 2947
1998-10-29 00:00:00,6912.0,6965.0,6907.0,6965.0, 1515
1998-10-30 00:00:00,7000.0,7046.0,6950.0,7035.0, 2302
1998-10-31 00:00:00,7058.0,7120.0,7035.0,7118.0, 2753
1998-11-02 00:00:00,7129.0,7200.0,7118.0,7181.0, 2530
1998-11-03 00:00:00,7150.0,7150.0,7073.0,7080.0, 2876
1998-11-04 00:00:00,7051.0,7060.0,6920.0,6958.0, 3434
1998-11-05 00:00:00,6970.0,7025.0,6903.0,7015.0, 2888
1998-11-06 00:00:00,7018.0,7018.0,6915.0,6921.0, 3000
1998-11-07 00:00:00,6930.0,7000.0,6930.0,7000.0, 2117
1998-11-09 00:00:00,7001.0,7018.0,6940.0,6965.0, 1374
1998-11-10 00:00:00,6901.0,6901.0,6828.0,6831.0, 2496
1998-11-11 00:00:00,6781.0,6788.0,6707.0,6710.0, 2317
1998-11-13 00:00:00,6850.0,6899.0,6820.0,6894.0, 2411
1998-11-16 00:00:00,6914.0,7072.0,6914.0,7070.0, 1784
1998-11-17 00:00:00,7070.0,7180.0,7041.0,7165.0, 1252
1998-11-18 00:00:00,7195.0,7198.0,7052.0,7110.0, 940
1998-11-19 00:00:00,7160.0,7365.0,7160.0,7350.0, 3567
1998-11-20 00:00:00,7360.0,7390.0,7293.0,7390.0, 2989
1998-11-21 00:00:00,7425.0,7456.0,7355.0,7380.0, 3385
1998-11-23 00:00:00,7326.0,7380.0,7320.0,7344.0, 1636
1998-11-24 00:00:00,7425.0,7538.0,7425.0,7525.0, 3250
1998-11-25 00:00:00,7250.0,7380.0,7250.0,7366.0, 4222
1998-11-26 00:00:00,7385.0,7550.0,7368.0,7529.0, 3485
1998-11-27 00:00:00,7550.0,7558.0,7455.0,7490.0, 2598
1998-11-30 00:00:00,7480.0,7484.0,7410.0,7413.0, 2194
1998-12-01 00:00:00,7360.0,7415.0,7328.0,7336.0, 2815
1998-12-02 00:00:00,7400.0,7420.0,7355.0,7380.0, 2268
1998-12-03 00:00:00,7365.0,7370.0,7301.0,7321.0, 1844
1998-12-04 00:00:00,7320.0,7384.0,7306.0,7384.0, 2017
1998-12-07 00:00:00,7534.0,7540.0,7470.0,7470.0, 2958
1998-12-08 00:00:00,7500.0,7510.0,7350.0,7352.0, 2678
1998-12-09 00:00:00,7328.0,7338.0,7201.0,7226.0, 2646
1998-12-10 00:00:00,7200.0,7250.0,7151.0,7186.0, 2171
1998-12-11 00:00:00,7110.0,7190.0,6960.0,6965.0, 2886
1998-12-14 00:00:00,6965.0,7040.0,6940.0,6959.0, 1576
1998-12-15 00:00:00,6901.0,7010.0,6760.0,7000.0, 2067
1998-12-16 00:00:00,6975.0,6985.0,6760.0,6760.0, 1701
1998-12-17 00:00:00,6761.0,6870.0,6672.0,6691.0, 5263
1998-12-18 00:00:00,6750.0,6830.0,6660.0,6769.0, 5258
1998-12-19 00:00:00,6759.0,6759.0,6588.0,6612.0, 4491
1998-12-21 00:00:00,6660.0,6747.0,6650.0,6705.0, 3869
1998-12-22 00:00:00,6749.0,6950.0,6732.0,6940.0, 4617
1998-12-23 00:00:00,6920.0,6930.0,6820.0,6835.0, 3868
1998-12-24 00:00:00,6920.0,6949.0,6835.0,6840.0, 3801
1998-12-28 00:00:00,6789.0,6789.0,6550.0,6591.0, 4403
1998-12-29 00:00:00,6530.0,6645.0,6480.0,6630.0, 3876
1998-12-30 00:00:00,6649.0,6720.0,6581.0,6608.0, 4600
1998-12-31 00:00:00,6669.0,6680.0,6531.0,6531.0, 3173
1999-01-05 00:00:00,6430.0,6430.0,6074.0,6120.0, 5058
1999-01-06 00:00:00,6011.0,6330.0,6011.0,6245.0, 5903
1999-01-07 00:00:00,6385.0,6510.0,6211.0,6510.0, 5515
1999-01-08 00:00:00,6442.0,6520.0,6391.0,6452.0, 4385
1999-01-11 00:00:00,6478.0,6500.0,6385.0,6435.0, 2558
1999-01-12 00:00:00,6435.0,6470.0,6360.0,6390.0, 3195
1999-01-13 00:00:00,6332.0,6360.0,6290.0,6352.0, 2693
1999-01-14 00:00:00,6318.0,6335.0,6231.0,6280.0, 2775
1999-01-15 00:00:00,6220.0,6600.0,6200.0,6600.0, 3923
1999-01-16 00:00:00,6599.0,6619.0,6502.0,6530.0, 2442
1999-01-18 00:00:00,6530.0,6530.0,6410.0,6412.0, 885
1999-01-19 00:00:00,6421.0,6486.0,6355.0,6385.0, 932
1999-01-20 00:00:00,6385.0,6395.0,6309.0,6321.0, 1015
1999-01-21 00:00:00,6420.0,6548.0,6415.0,6417.0, 4800
1999-01-22 00:00:00,6359.0,6391.0,6271.0,6285.0, 3985
1999-01-25 00:00:00,6220.0,6220.0,6031.0,6040.0, 3424
1999-01-26 00:00:00,6089.0,6230.0,6026.0,6220.0, 5115
1999-01-27 00:00:00,6249.0,6270.0,6141.0,6145.0, 3969
1999-01-28 00:00:00,6101.0,6140.0,6052.0,6070.0, 3359
1999-01-29 00:00:00,6102.0,6120.0,6020.0,6080.0, 3691
1999-01-30 00:00:00,6080.0,6200.0,6050.0,6110.0, 5084
1999-02-01 00:00:00,6051.0,6051.0,5952.0,5954.0, 3284
1999-02-02 00:00:00,6000.0,6010.0,5860.0,5880.0, 3803
1999-02-03 00:00:00,5800.0,5940.0,5711.0,5890.0, 5641
1999-02-04 00:00:00,5852.0,5870.0,5550.0,5558.0, 5240
1999-02-05 00:00:00,5462.0,5775.0,5462.0,5580.0, 5807
1999-02-06 00:00:00,5640.0,5770.0,5590.0,5767.0, 5022
1999-02-08 00:00:00,5750.0,5890.0,5750.0,5835.0, 3572
1999-02-09 00:00:00,5800.0,5810.0,5751.0,5770.0, 1545
1999-02-10 00:00:00,5735.0,5849.0,5720.0,5840.0, 1373
1999-02-20 00:00:00,5980.0,6149.0,5950.0,6140.0, 1197
1999-02-22 00:00:00,6250.0,6550.0,6250.0,6530.0, 5356
1999-02-23 00:00:00,6539.0,6540.0,6315.0,6315.0, 5973
1999-02-24 00:00:00,6335.0,6426.0,6275.0,6425.0, 5943
1999-02-25 00:00:00,6395.0,6499.0,6350.0,6380.0, 5210
1999-02-26 00:00:00,6355.0,6470.0,6285.0,6469.0, 4658
1999-03-01 00:00:00,6410.0,6456.0,6368.0,6419.0, 3787
1999-03-02 00:00:00,6450.0,6450.0,6312.0,6345.0, 4189
1999-03-03 00:00:00,6301.0,6495.0,6298.0,6450.0, 5452
1999-03-04 00:00:00,6450.0,6478.0,6380.0,6388.0, 5499
1999-03-05 00:00:00,6400.0,6445.0,6340.0,6425.0, 4459
1999-03-06 00:00:00,6528.0,6534.0,6435.0,6440.0, 4710
1999-03-08 00:00:00,6450.0,6465.0,6390.0,6465.0, 2462
1999-03-09 00:00:00,6465.0,6535.0,6445.0,6489.0, 4157
1999-03-10 00:00:00,6480.0,6520.0,6460.0,6520.0, 2695
1999-03-11 00:00:00,6549.0,6549.0,6451.0,6451.0, 2635
1999-03-12 00:00:00,6455.0,6489.0,6431.0,6489.0, 1699
1999-03-15 00:00:00,6466.0,6630.0,6450.0,6619.0, 2078
1999-03-16 00:00:00,6634.0,6698.0,6619.0,6659.0, 1487
1999-03-17 00:00:00,6680.0,6790.0,6675.0,6776.0, 1484
1999-03-18 00:00:00,6775.0,6940.0,6775.0,6934.0, 4144
1999-03-19 00:00:00,6968.0,7080.0,6915.0,7070.0, 4410
1999-03-20 00:00:00,7044.0,7080.0,7011.0,7075.0, 3769
1999-03-22 00:00:00,7055.0,7135.0,7025.0,7100.0, 2710
1999-03-23 00:00:00,7130.0,7157.0,7005.0,7005.0, 4342
1999-03-24 00:00:00,6921.0,7000.0,6920.0,6981.0, 4683
1999-03-25 00:00:00,7010.0,7035.0,6980.0,7010.0, 2906
1999-03-26 00:00:00,7054.0,7110.0,7030.0,7095.0, 3784
1999-03-29 00:00:00,7095.0,7095.0,6947.0,6947.0, 3684
1999-03-30 00:00:00,6990.0,7000.0,6920.0,6984.0, 3603
1999-03-31 00:00:00,6949.0,6971.0,6888.0,6935.0, 3602
1999-04-01 00:00:00,6920.0,7117.0,6916.0,7110.0, 4887
1999-04-02 00:00:00,7137.0,7390.0,7130.0,7366.0, 5807
1999-04-03 00:00:00,7379.0,7388.0,7280.0,7305.0, 4636
1999-04-06 00:00:00,7351.0,7365.0,7280.0,7314.0, 2770
1999-04-07 00:00:00,7310.0,7320.0,7235.0,7274.0, 3160
1999-04-08 00:00:00,7308.0,7435.0,7302.0,7380.0, 4669
1999-04-09 00:00:00,7410.0,7434.0,7330.0,7330.0, 4024
1999-04-12 00:00:00,7280.0,7325.0,7236.0,7275.0, 3680
1999-04-13 00:00:00,7330.0,7380.0,7310.0,7377.0, 3347
1999-04-14 00:00:00,7359.0,7429.0,7256.0,7365.0, 3501
1999-04-15 00:00:00,7360.0,7480.0,7320.0,7480.0, 3417
1999-04-16 00:00:00,7525.0,7540.0,7410.0,7460.0, 2774
1999-04-17 00:00:00,7441.0,7570.0,7427.0,7570.0, 1899
1999-04-19 00:00:00,7596.0,7669.0,7551.0,7620.0, 1296
1999-04-20 00:00:00,7558.0,7668.0,7551.0,7640.0, 901
1999-04-21 00:00:00,7662.0,7688.0,7480.0,7490.0, 1798
1999-04-22 00:00:00,7589.0,7618.0,7535.0,7590.0, 4262
1999-04-23 00:00:00,7630.0,7689.0,7616.0,7653.0, 4592
1999-04-26 00:00:00,7631.0,7665.0,7585.0,7630.0, 3108
1999-04-27 00:00:00,7640.0,7650.0,7550.0,7575.0, 3256
1999-04-28 00:00:00,7561.0,7589.0,7540.0,7559.0, 2636
1999-04-29 00:00:00,7502.0,7502.0,7381.0,7381.0, 5961
1999-04-30 00:00:00,7350.0,7440.0,7335.0,7440.0, 4727
1999-05-03 00:00:00,7450.0,7450.0,7382.0,7436.0, 2622
1999-05-04 00:00:00,7479.0,7629.0,7479.0,7625.0, 5721
1999-05-05 00:00:00,7581.0,7637.0,7568.0,7599.0, 3291
1999-05-06 00:00:00,7650.0,7669.0,7581.0,7603.0, 3294
1999-05-07 00:00:00,7551.0,7579.0,7501.0,7519.0, 3685
1999-05-10 00:00:00,7495.0,7564.0,7460.0,7560.0, 2902
1999-05-11 00:00:00,7565.0,7629.0,7460.0,7470.0, 4013
1999-05-12 00:00:00,7505.0,7518.0,7455.0,7518.0, 2694
1999-05-13 00:00:00,7490.0,7533.0,7463.0,7469.0, 2389
1999-05-14 00:00:00,7515.0,7615.0,7515.0,7610.0, 3525
1999-05-15 00:00:00,7561.0,7610.0,7559.0,7610.0, 1700
1999-05-17 00:00:00,7608.0,7670.0,7580.0,7600.0, 1811
1999-05-18 00:00:00,7608.0,7622.0,7530.0,7600.0, 1095
1999-05-19 00:00:00,7620.0,7625.0,7554.0,7609.0, 1753
1999-05-20 00:00:00,7663.0,7679.0,7610.0,7610.0, 3978
1999-05-21 00:00:00,7620.0,7649.0,7600.0,7625.0, 2195
1999-05-24 00:00:00,7620.0,7630.0,7580.0,7628.0, 2455
1999-05-25 00:00:00,7580.0,7589.0,7500.0,7509.0, 4904
1999-05-26 00:00:00,7462.0,7500.0,7430.0,7500.0, 4280
1999-05-27 00:00:00,7526.0,7540.0,7480.0,7480.0, 2901
1999-05-28 00:00:00,7430.0,7448.0,7402.0,7418.0, 3395
1999-05-29 00:00:00,7438.0,7459.0,7410.0,7439.0, 2123
1999-05-31 00:00:00,7428.0,7428.0,7321.0,7321.0, 2891
1999-06-01 00:00:00,7323.0,7409.0,7323.0,7408.0, 2952
1999-06-02 00:00:00,7386.0,7458.0,7381.0,7452.0, 3163
1999-06-03 00:00:00,7486.0,7540.0,7472.0,7510.0, 3292
1999-06-04 00:00:00,7510.0,7535.0,7500.0,7535.0, 1614
1999-06-05 00:00:00,7579.0,7592.0,7560.0,7584.0, 2194
1999-06-07 00:00:00,7600.0,7797.0,7600.0,7795.0, 4588
1999-06-08 00:00:00,7898.0,7937.0,7850.0,7894.0, 2870
1999-06-09 00:00:00,7893.0,7927.0,7855.0,7925.0, 2287
1999-06-10 00:00:00,7942.0,8025.0,7941.0,7960.0, 2548
1999-06-11 00:00:00,7960.0,7988.0,7902.0,7960.0, 1857
1999-06-14 00:00:00,7940.0,7975.0,7920.0,7975.0, 1284
1999-06-15 00:00:00,8090.0,8090.0,7920.0,7943.0, 1714
1999-06-16 00:00:00,7950.0,8090.0,7913.0,8090.0, 2128
1999-06-17 00:00:00,8193.0,8349.0,8170.0,8349.0, 4654
1999-06-21 00:00:00,8389.0,8480.0,8320.0,8439.0, 3935
1999-06-22 00:00:00,8459.0,8700.0,8422.0,8690.0, 4372
1999-06-23 00:00:00,8630.0,8667.0,8522.0,8527.0, 5303
1999-06-24 00:00:00,8561.0,8715.0,8503.0,8697.0, 4819
1999-06-25 00:00:00,8601.0,8601.0,8380.0,8434.0, 5512
1999-06-28 00:00:00,8429.0,8480.0,8380.0,8447.0, 2883
1999-06-29 00:00:00,8524.0,8625.0,8520.0,8618.0, 3720
1999-06-30 00:00:00,8650.0,8650.0,8522.0,8559.0, 2884
1999-07-02 00:00:00,8618.0,8700.0,8590.0,8631.0, 3213
1999-07-03 00:00:00,8680.0,8730.0,8580.0,8616.0, 2856
1999-07-05 00:00:00,8580.0,8630.0,8540.0,8608.0, 2068
1999-07-06 00:00:00,8589.0,8620.0,8510.0,8526.0, 2582
1999-07-07 00:00:00,8500.0,8565.0,8475.0,8560.0, 2970
1999-07-08 00:00:00,8580.0,8639.0,8560.0,8615.0, 2519
1999-07-09 00:00:00,8595.0,8647.0,8563.0,8565.0, 1759
1999-07-12 00:00:00,8581.0,8594.0,8520.0,8550.0, 1704
1999-07-13 00:00:00,8510.0,8510.0,8280.0,8280.0, 4296
1999-07-14 00:00:00,8250.0,8320.0,7870.0,7985.0, 4794
1999-07-15 00:00:00,8021.0,8090.0,7876.0,8030.0, 3510
1999-07-16 00:00:00,8060.0,8120.0,7468.0,7468.0, 3767
1999-07-17 00:00:00,7110.0,7450.0,7051.0,7418.0, 3694
1999-07-19 00:00:00,7360.0,7470.0,7052.0,7395.0, 1156
1999-07-20 00:00:00,7500.0,7855.0,7500.0,7815.0, 1332
1999-07-21 00:00:00,7690.0,7814.0,7627.0,7790.0, 608
1999-07-22 00:00:00,7700.0,7750.0,7620.0,7623.0, 2847
